marketCap
1.022861263
0.2438861384
78.761966911
53.788840976
52.682395222
42.370386026
35.293234041
17.023261489
12.864843835
8.291913728
7.331958248
0.7412240626000001
0.6887641226
0.6598793364
0.6572302877
0.6443061388
0.5349648573
0.5296453485
0.5255774223999999
0.5152751433
0.477272034
0.38527358889999996
0.3814010412
0.3763307407
0.3549602374
0.3192968812
0.1414366737
0.11516288209999999
0.008759560880000001
7.576689805
2.105996408
33.510253323
3.422796562
0.34280994395
1.885993424
1.043555671
0.1777256897
0.1003966632
0.08169396012999999
14.194874217
2.984503157
1.720599712
1.488930113
0.6350285192999999
0.32498137289999995
30.818670862
21.303682659
22.186605392
21.903574234
6.1346756
4.793640094
58.128851711
58.055912589
24.212581592
6.643782231
2.220401788
2.065271936
13.601754946
7.862977795
7.731944379
6.976410538
2.997208532
2.05185158
1.559202553
1.501193706
0.2580641462
0.13163373409999998
0.06940043955
27.292753215
8.065355943
1.602027678
0.7633665422
0.5508965062000001
15.740410135
12.601669976
10.81442422
10.771913245
10.501002363
9.486842462
7.475438813
7.298097021
6.192468984
5.704212677
5.660346286
5.448722153
2.574573797
1.71879963
1.707408949
1.319631667
1.303381869
1.145377382
1.070122476
0.7658173809
0.6924382617999999
0.44933901930000003
0.1164030198
0.34280994395
247.0
201.0
181.0
158.0
131.0
71.453093941
60.114814801
55.704408736
49.02950824
41.422648252
32.666784839
31.484170008
26.459845036
25.251834471
16.175389886
14.50944012
14.401241754
13.963467365
13.704900922
13.372198021
11.23625712
7.123386728
6.321815145
5.208109023
3.81175829
3.547442527
3.531210742
3.409629552
3.390823549
3.063778597
3.080610631
2.616238106
2.606967083
1.882824445
1.759181089
1.655223488
1.460812936
1.315585046
57.604427696
38.651925851
31.999520315
74.897628877
49.463595527
37.468113301
33.469939285
14.657117066
13.146890507
9.916288854
5.000001814
4.942650538
4.944827318
3.559610931
3.710543823
2.93917423
2.789017163
2.719909961
1.897410294
1.802050085
1.732652953
1.731252743
1.585511929
1.536673149
1.418388244
1.123861388
1.042297707
1.00758157
0.9858090721
0.9550535941
0.8784480534
0.8884901631000001
0.8861620887999999
0.823219875
0.8257343857999999
0.7853328269
0.7890383277
0.7611051595
0.6376655523
0.6169625705
0.5852694001000001
0.5593544968999999
0.5557872599
0.5039992975
0.4984156569
0.4676882114
0.4524612448
0.438434389
0.41515610360000005
0.3669048513
0.3703672921
0.35887497560000003
0.3424195679
0.31645634310000004
0.2897274366
0.2806610847
0.2883280084
0.2866410332
0.27249623980000004
0.2691019072
0.2635753368
0.25519691640000003
0.245259975
0.2342821088
0.21926624209999998
0.187295483
0.18639959730000003
0.1811397451
0.17930058280000002
