0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.682748445057238,-0.33522033854309513,-2.5179167030888387,0.37935807853635045,0.08760190892392067,-0.12976778359349378,0.15555425950494986,-0.47487453783960765,0.6735735559052314,0.4261650421698806,0.6092347359574632,-0.023997955049895655,0.16494421471212517,0.7002806443967077,-1.5863606199396183,0.05184242506257061
-1.2183233780138394,-0.6732524433678476,5.192623793422682,-0.6793111604398345,-0.6485663140775946,-0.7632123058428835,-0.9084173147153003,1.3519692051177252,-2.795272764959832,-0.024330203411142406,2.0297475686952855,-0.18867669221791564,0.35706839321661377,1.1253363277684822,-2.4764168901986476,-0.07617099206068192
-0.1853171541038693,14.647125220798623,2.574011679133871,2.576012064246561,-3.2671415527175736,-10.935388953665397,0.5797912547894293,-2.5556012741733656,2.923058332576773,-2.2111558320242044,-1.0834681082380868,-3.585966865607982,-0.17133287000643238,0.5395722268513903,0.2714891173995999,-0.24943607709759008
-0.31240382179771053,3.837254771403925,6.798598494835506e-05,-1.0749419598872194,0.7678992219759986,2.2700402427532236,0.044811099823579253,0.9126173808452548,-0.7436155913611346,-0.07423507331925526,-0.12707024586472265,-1.4220742883366095,0.5321366199382724,0.12854913759079922,0.07001191552146062,0.7516162453378057
-0.30757784048294157,1.529322972990739,-0.40684431941426913,-1.9098039380516276,1.7038639608969082,1.4524448290675354,0.11634247879955427,-0.07715521809154637,0.37376472233469316,-4.105869816919667,0.03047004408234421,-1.5147095047003267,0.15036945427450377,0.16885922323896807,0.058255190385094135,0.10385756823415279
-0.21847108213278868,9.93453023420275,2.7105267025191178,3.874376201390912,-4.826305626182262,-9.96362427554131,0.12126192588751597,-1.8428545230570692,1.6296862974167672,4.558464021869524,-2.1010874790275644,-2.4610461733747426,-0.2482987928018382,0.047101843938407606,-0.020028531129833986,-0.8874815046057574
-0.030253299744961618,0.6431415222425994,0.3890840320301949,0.8262049787262343,-1.03889486538934,-2.5279263747825373,0.17853658696698038,-0.8884749681588228,0.9148445995318167,-2.2872982492421428,0.20008525143546338,1.4010649716877208,0.337654725828594,-0.2985047641140094,-0.05537006129431153,-0.41362602299392787
-0.17507717232588757,0.4209625349388864,0.3780360180105575,-0.786544550922411,0.4978533792155586,0.7982912219434142,-0.23016049295627708,0.24122456124982092,-0.3760941328911381,-0.573506644052802,0.14632610071985772,-0.11318629576847916,-0.13671497493680101,-0.022674970544989265,0.016246166657632722,0.44971517610308775
-0.20763981477962304,0.9304911801427255,1.059086515823488,-0.1289596390460115,-0.35341892093897936,-1.0888134617556757,-0.058671139068548615,-0.23536698138460843,0.024340291782560947,-1.6398317095550718,0.18025511296386204,-0.0786575623660499,0.2795842260466387,0.01630194943455905,0.03353907086420937,0.18918788154506916
-0.14039380356825967,0.30688400725639803,0.5766952015027009,0.464659507083668,-0.7098845432250148,-0.9998108444866838,-0.21289592267109592,-0.20770059809885388,0.13466802275929193,-0.5829374934350545,0.16306291736808307,0.6605382839729916,0.35415111188151516,-0.10434681520151931,0.013139931876525571,0.02588955802602233
-0.20722240977252365,0.09421973128308637,1.1152826689835107,0.325564371026914,-0.8313372520067244,-0.25868845090942594,-0.29082161177811605,0.13726519688362884,-0.4571261710102749,0.24248501891449414,-0.054412157514237496,0.04285490850870962,0.6540535366491421,0.06749239545741989,0.028874452659585496,0.032558223949964916
0.032901249508189026,-0.5007998878206102,0.8567455899213513,-0.3982712800179029,0.060109619767340666,-0.10087414519355727,-0.16674153998115895,0.02462597888546172,-0.222453796240107,-0.14324051165664667,-0.20607635417992268,0.050333474468528636,-0.25550076871138516,-0.005800203805323875,-0.01033686206307203,-0.02684695262941533
0.029441620131791798,-0.3139574651546696,0.6493366110501211,0.19275476782641238,-0.3638772521178928,-0.013343424064916702,-0.2723483646094705,-0.04867823576467126,-0.07046691710361744,-0.0587896710359845,-0.30197601953436604,0.2816939483310032,0.3278419397304375,-0.011449406214194446,0.06799939955231858,-0.005843946928597021
0.03938863054649598,-0.450236363605711,0.5611700860150836,-0.10156984546251985,-0.1875677828831511,-0.005735694699525449,-0.28893465236245697,-0.018432438469135032,-0.1352587440772983,0.020209453032275875,-0.13019559811066855,0.1277983701215,0.0713785364165133,0.11635170062729874,0.0865924524609267,-0.01128013229945589
0.053735801551708644,-0.47953475751062385,0.7312354996949895,-0.22744013520437717,-0.10220181145759392,-0.013677143079158736,-0.2718101824940382,-0.008282864140086995,-0.13215776657674638,-0.04279944641461512,-0.2699848230790407,0.1076758335332024,-0.040050952511045276,0.04285455611402076,0.03086513831350237,-0.01940225637561558
