,symbol,shortName,country,averageVolume,currentPrice,currency,sector,industry,profitMargins,operatingMargins,operatingCashflow,returnOnAssets,returnOnEquity,trailingEps,totalRevenue,revenuePerShare,revenueGrowth,grossProfits,netIncomeToCommon,totalCash,totalCashPerShare,totalDebt,bookValue,marketCap,enterpriseValue,trailingPE,earningsQuarterlyGrowth,forwardPE,pegRatio,priceToSalesTrailing12Months,priceToBook,enterpriseToRevenue,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendYield,fiveYearAvgDividendYield
68,CSGN.SW,CS GROUP N,Switzerland,9705817,9.504,CHF,Financial Services,Banks—Diversified,0.01066,0.11377000000000001,18014315526.089104,0.00026000000000000003,0.00465,0.4806403805690239,19608186964.31068,8.012469124508279,-0.13,21260254322.56884,209067788.8573781,333442634618.69543,138.28541030097887,246553424555.10385,18.862000000000002,24212581592.49108,-61380972499.40903,21.309416,-0.782,,,1.23482,0.5038702,-3.13,1.5802459999999998,14.548531698838167,9.1601866251944,10.324787966334279,10.725238995517335,0.010517458,2.96
69,BCVN.SW,BC VAUD N,Switzerland,61737,71.8,CHF,Financial Services,Banks—Regional,0.34998,0.39441,1723192823.522093,0.006509999999999999,0.0924,4.153336382764613,1018612752.7216176,11.86836885920776,-0.064,1018612752.7216176,356492910.07227147,13383571838.77047,155.8718909523374,15022705789.43555,41.625,6643782230.793158,9143461202.085812,18.629995,-0.042,1.8013046000000001,,6.5223827000000005,1.724925,8.976,0.315375,109.49117189644129,76.73003384868724,85.06400828103557,92.40413263928276,0.04993065,3.62
70,EFGN.SW,EFG INTERNATIONAL N,Switzerland,81293,6.9,CHF,Financial Services,Banks—Diversified,0.10255999999999998,0.15816,-343991949.501418,0.00298,0.06884,0.3987375354496385,1211515437.3872473,4.126394657396395,-0.069,1211515506.3580642,124255237.39822523,5595041783.7562895,18.89584850425395,2612593026.8923244,5.745,2220401787.5619802,-585200552.8789681,18.64865,0.284,9.324325,,1.8327474999999998,1.2010444,-0.483,1.28073,8.707565639008324,5.172811270698015,7.802024397950783,7.925058313054615,0.043604653,3.97
71,CMBN.SW,CEMBRA MONEY BANK N,Switzerland,172277,65.25,CHF,Financial Services,Banks—Regional,0.35548002,0.44451,161443439.75848505,0.021879999,0.14637999,5.6038788765895164,477584111.2432531,16.258792425212697,0.011000000000000001,475058055.0727289,169773821.2423383,596023177.5903393,20.289274540298237,2739278347.5692983,38.373000000000005,2065271936.3864238,4259600961.9028454,12.548078,0.062,11.631016,,4.324415,1.7004143,8.919,0.744107,124.25523739822523,67.13877961760132,86.20304623547709,104.21770633976764,0.059429478,
72,PKO.WA,PKOBP,Poland,1558975,42.31,PLN,Financial Services,Banks—Regional,-0.31145,-0.13859999,2876846530.699502,-0.00503,-0.045380000000000004,-0.3883459959828836,1554927113.5237095,1.2439931010392102,0.155,1437908916.2518554,-484275188.9337175,3377067018.9992137,2.7017050912584053,11382909723.699238,32.471,13601754946.062351,20166729396.05624,,1.34,,,8.747519500000001,1.3030088,12.97,1.0158129999999999,11.364906995022269,4.683298401886296,10.497058110208712,9.507777804558552,0.030701756,
73,ING.WA,INGBSK,Poland,7590,235.0,PLN,Financial Services,Banks—Regional,0.27249,0.3824,-547773608.788752,0.00795,0.08343001,2.8781324775128807,1374101926.4413586,10.561982359619245,0.161,1297152781.4164698,374432415.8798358,844202496.0894244,6.488978691817308,3156018544.0712595,134.975,7862977794.52624,8829722477.70151,20.999018,0.44299999999999995,,,5.7222667000000005,1.7410631,6.426,1.036624,61.33809274299187,25.589686490262856,56.03084062963932,49.129284180420925,0.016309014,
74,SPL.WA,SANPL,Poland,50633,294.2,PLN,Financial Services,Banks—Regional,0.14928001,0.3798,1322314713.2791893,0.00527,0.0425,2.5643694873810143,1753853886.2282767,17.18238145140162,-0.012,1727141812.9421008,261808464.141123,3335215932.875731,32.6375233604052,6651580903.00585,267.97700000000003,7731944378.517158,10821656675.797743,29.505568,-0.11199999999999999,,,4.4085455,1.0978553999999998,6.17,1.274455,79.31516898087501,30.861933455593395,72.61127292812854,63.60165868046458,0.06709765,
75,PEO.WA,PEKAO,Poland,495751,103.35,PLN,Financial Services,Banks—Regional,0.20653000000000002,0.33823000000000003,1343028518.7878785,0.00588,0.056020003,1.13700506505982,1750916817.745175,6.670806916426512,0.244,1630969084.3594446,361622392.6783686,2902790438.117195,11.059631036590691,4554830822.335167,96.363,6976410538.06305,8654954196.070211,23.377064,0.684,,,3.984433,1.0725069999999999,4.9430000000000005,0.9537899999999999,28.598725002183212,10.493057374901753,26.710859383459958,23.065283206706834,0.009469697,
76,BNP.WA,BNPPPL,Poland,13114,79.0,PLN,Financial Services,Banks—Regional,0.18145001,0.34914002,112736585.4510523,0.0066799996,0.06688,1.3604968998340754,1108365898.5800364,7.5184813553401435,0.083,1086431871.888918,201116933.01895028,1510506471.050563,10.246419090035804,3217852756.796786,82.11,2997208532.047856,4126234248.3276563,14.933838,0.425,,,2.7041687999999997,0.962124,3.7230000000000003,1.14279,21.03755130556283,8.20413064361191,18.882932108112826,17.619718194917468,,
77,MIL.WA,MILLENNIUM,Poland,1354820,6.58,PLN,Financial Services,Banks—Regional,-0.16549,0.39148,-1406589946.366256,-0.00542,-0.063779995,-0.06506724303554272,871153407.8211509,0.7180543184001396,0.218,813771061.9159898,-144165094.62579685,795710646.1130031,0.6558160859313595,690412560.2305473,7.1610000000000005,2051851580.2497594,1518624130.671557,,,,,2.3553276000000003,0.9188661,1.743,1.277188,1.7732752598026371,0.5349401798969522,1.5509907695834422,1.2337524942799754,,
78,BHW.WA,HANDLOWY,Poland,37361,46.4,PLN,Financial Services,Banks—Regional,0.22605999999999998,0.42855,3945540475.472884,0.00884,0.06967000000000001,1.064736704217972,596509984.0363287,4.565251506418653,-0.114,483217122.5220504,134847621.79023665,5317740714.2642565,40.69917474456378,783792573.9376472,58.244,1559202552.95782,-2973070187.644747,11.20773,-0.18600000000000003,,,2.613875,0.7966486,-4.984,0.705697,12.820561523011088,7.021089861147496,11.948998147323374,11.379438336389835,0.08060344,
79,ALR.WA,ALIOR,Poland,350407,44.71,PLN,Financial Services,Banks—Diversified,-0.14193,0.058330003,-1135313584.2109857,-0.00352,-0.04118,-0.5421412977032573,498816541.91249657,3.820707361802462,-0.01,500423421.97188014,-70794707.63426773,577595223.5018773,4.424058160859314,1060709213.6721684,50.141000000000005,1501193705.688586,1695216146.823858,,0.499,6.5174923,,3.0095107999999997,0.8916854,3.398,1.431154,12.203322853899223,2.8598725002183207,11.020853531569292,8.399823077460482,,
80,BOS.WA,BOS,Poland,39246,10.8,PLN,Financial Services,Banks—Regional,0.10877,0.18243,-151164070.8828923,0.00282,0.024600001,0.14968037725962796,129804518.5084272,1.391358833289669,0.055999999999999994,131003506.68063922,14119334.555933975,800236799.664658,8.613051261898523,413967062.887084,20.613000000000003,258064146.23700985,-188898504.27735567,18.556701999999998,-0.706,,,1.9880984,0.5239412,-1.455,1.1091950000000002,3.009038511920356,1.1830407824644134,2.2780679600034928,2.1214521347480564,,
81,GNB.WA,GETINOBLE,Poland,11009769,0.49,PLN,Financial Services,Banks—Regional,-2.30325,-2.3144299999999998,18640093.441620816,-0.010740000000000001,-0.25215998,-0.1327063138590516,60038805.34451139,0.05735175967164439,-0.23600000000000002,69490786.83084446,-138284357.32075801,747051697.2840799,0.7152253078333769,448424156.4649375,1.8259999999999998,131633734.10881144,-245327846.02218145,,,,,2.1924775000000003,0.26834613,-4.086,0.8785350000000001,0.16099641952667887,0.03996620382499345,0.08397589445026635,0.056682724390882885,,
82,GTN.WA,GETIN,Poland,512984,1.422,PLN,Financial Services,Banks—Regional,-0.45316999999999996,0.28280002,302284918.59924895,0.0044400003,0.07046000000000001,-0.19365863243384854,75338604.74019735,0.3922037376648327,-0.009000000000000001,75520951.44528861,14991955.72439088,159537415.450179,0.8407305038861234,59830487.29368613,4.146,69400439.54938433,-32995517.673565626,,,7.9,,0.9211803,0.34298122,-0.43799999999999994,1.318034,0.4428687450877652,0.16716880621779756,0.3588271224347218,0.27529346148807965,,
83,DBK.F,DEUTSCHE BANK AG,Germany,27841,11.068,EUR,Financial Services,Banks—Regional,0.061729997,0.16030999999999998,,0.00114,0.025150001,0.6090260000000001,27747790376.96,13.200668,0.226,26194008000.0,1301689924.608,707678749851.648,343.01710799999995,565878214492.1599,30.011,26996307046.4,-113492332724.224,21.408123,22.302,15.161643,,0.9729174,0.36879809999999996,-4.09,1.416252,14.805103999999998,7.962102000000001,12.621026032,12.835798992,0.009861933,
84,DBK.DE,DEUTSCHE BANK AG,Germany,8280891,11.058,EUR,Financial Services,Banks—Regional,0.061729997,0.16030999999999998,,0.00114,0.025150001,0.740962,27747790376.96,13.200668,0.226,26194008000.0,1301689924.608,707678749851.648,343.01710799999995,565878214492.1599,30.105,27292753215.488,-112345216303.104,17.580285999999997,22.302,7.323179,,0.9836010000000001,0.36731440000000004,-4.0489999999999995,1.416252,14.79568,7.955033999999999,12.643343242,12.835562214000001,0.009918845,
85,CBK.DE,COMMERZBANK AG,Germany,5449399,5.4670000000000005,EUR,Financial Services,Banks—Regional,-0.43011000000000005,0.055720000000000006,28580636753.92,-0.0057,-0.10222,-2.372492,8646520301.567999,6.9042580000000005,-0.017,7728858000.0,-3860305924.608,223547890368.512,178.50116200000002,97790492753.92,23.322,8065355942.912,-116651240636.416,,,5.4670000000000005,,0.93278635,0.23441385,-13.491,1.9551060000000002,8.095215999999999,4.61776,6.330735742000001,6.654309253199999,0.037009623,
86,CBK.F,COMMERZBANK AG,Germany,23643,5.49,EUR,Financial Services,Banks—Regional,-0.43011000000000005,0.055720000000000006,28580636753.92,-0.0057,-0.10222,-2.372492,8646520301.567999,6.9042580000000005,-0.017,7728858000.0,-3860305924.608,223547890368.512,178.50116200000002,97790492753.92,23.322,8099287168.0,-116611404709.888,,,6.777777700000001,,0.9367106,0.23540004,-13.487,1.9551060000000002,8.112886,4.6318959999999985,6.3382944968,6.65634201,0.03679176,
87,ARL.DE,AAREAL BANK AG,Germany,278632,22.72,EUR,Financial Services,Banks—Regional,-0.13158,-0.07895,,-0.00126,-0.0187,-1.4395159999999998,537168000.0,8.639451999999999,0.307,486514000.0,-89528000.0,10004754226.176,168.82978199999997,37551105019.904,50.001000000000005,1602027677.9520001,28979717369.856003,,2.333,7.834482,,2.9823587000000003,0.45439090000000004,53.949,1.81205,30.20392,17.069219999999998,25.48733758,25.761551242,0.017621145,7.42
88,UBK.DE,UMWELTBANK AG O.N.,Germany,6945,20.9,EUR,Financial Services,Banks—Regional,0.27974,0.45139998,606265936.576,0.00409,0.11802,0.703266,77892121.232,2.512674,,77892118.876,21789979.608000003,,,,5.254,763366542.2080001,644661762.816,35.008373,,,,9.800305,3.9779214999999994,8.276,0.5787720000000001,25.6804,13.2525,22.825386241999997,21.118104952,0.01594203,
89,PCZ.DE,PROCREDIT HLDG AG NA EO 5,Germany,22919,7.94,EUR,Financial Services,Banks—Regional,0.1901,0.25194,,0.006150000300000001,0.054580002999999995,0.872898,268287144.0,4.590666000000001,0.024,266632054.0,51001510.0,1669198934.2719998,28.845686,1892235460.608,13.897,550896506.24,773825448.1919999,10.71525,0.138,8.102039999999999,,2.0533837999999998,0.57134634,2.884,0.882109,10.9554,5.89,8.948873726,9.776582467999999,0.023017904,
