symbol,shortName,country,averageVolume,currentPrice,currency,sector,industry,profitMargins,operatingMargins,operatingCashflow,returnOnAssets,returnOnEquity,trailingEps,totalRevenue,revenuePerShare,revenueGrowth,grossProfits,netIncomeToCommon,totalCash,totalCashPerShare,totalDebt,bookValue,marketCap,enterpriseValue,trailingPE,earningsQuarterlyGrowth,forwardPE,pegRatio,priceToSalesTrailing12Months,priceToBook,enterpriseToRevenue,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendYield,fiveYearAvgDividendYield
SBER.ME,SBERBANK OF RUSSIA,Russia,29340212.0,331.73,RUB,Financial Services,Banks—Regional,0.49137002,0.64349,-48834565542.08306,0.03091,0.21802999,0.681728730315168,30999200302.101322,1.4418172432924672,0.579,24089807546.895958,14437889897.078485,43782476370.413765,2.0363891574529047,64461022305.62985,238.921,103041314882.93878,119114245764.10965,6.709478,0.951,7.9077473,,3.3239992,1.3884506,3.842,0.922386,4.6740100522275725,2.704605203092921,4.503411305127479,4.213910584803672,0.0571883,
VTBR.ME,VTB BANK PJSC,Russia,40752484063.0,0.0512,RUB,Financial Services,Banks—Regional,0.31487,0.53174,-21689238476.141853,0.01133,0.11017,0.3971212564582167,8863218423.584108,1.3679938619141367,1.279,7063824856.2044525,2572925434.4804983,40794518072.12152,6.296593924184573,42203697826.53703,306.892,9148014157.267029,1495105649.4919808,0.001777716,30.333,5.12,,1.0321323,0.00016683392,0.169,1.431584,0.0007674653357336324,0.00043695609934241484,0.0007117717854994159,0.0006562108526133684,54.26552,
CBOM.ME,CREDBK OF MOSCOW,Russia,69151894.0,7.161,RUB,Financial Services,Banks—Regional,0.50201,0.64004,-5315255827.6197,0.01164,0.14566,0.014202107362659743,945805194.7732161,0.03132736692035236,0.338,825418206.8455342,428683025.3273997,22570209865.438736,0.675151637876344,15845800940.78662,7.655,3300819060.4453034,-3423588282.836629,6.9524274,0.328,10.378261,,3.4899566,0.93546695,-3.62,0.14401,0.10004902041112533,0.0747609962333409,0.09514308856682015,0.09344145548951352,0.015466817,
BSPB.ME,BANK ST PETERSBURG,Russia,562690.0,77.26,RUB,Financial Services,Banks—Regional,0.42238998,0.54924,,0.020580001,0.16327,0.4201479742209758,473251939.0034389,0.9951540725099434,0.607,408248469.69232315,199805035.51821408,2266863434.567209,4.766778769058616,1747979166.9167004,197.08,506605718.8591868,-9831429.614789462,2.5355256,1.417,,,1.0704778,0.39202356,-0.021,0.734858,1.1070749515999523,0.5675327563563834,0.9980319158459532,0.9281394295934395,0.10174081,
USBN.ME,BANK URALSIB PJSC,Russia,18481545.0,0.0881,RUB,Financial Services,Banks—Regional,0.26707,0.34521,435593556.5526524,0.021189999,0.10557,0.0003722882512541874,538383691.5656333,0.0013926338287656643,1.764,329005453.83677185,143786408.69838402,2209045152.000824,0.006135861918819015,1195842863.638513,0.287,437478606.28912675,-571456637.0200084,3.2629628,,,,0.8125777,0.30696866,-1.061,0.507402,0.0015911875627678974,0.000845232214884507,0.0012229964126610308,0.0011574105293221182,,
KUZB.ME,KUZNETSKY BANK PUB,Russia,120695400.0,0.02338,RUB,Financial Services,Banks—Regional,0.14349,0.25218,-11156444.866364365,0.00985,0.11209,4.136536125046527e-05,6411961.91671212,0.0002895575287532569,0.781,6411961.91671212,920062.1533865987,7055152.029103235,0.0003171344362535671,1833960.867946878,0.028,7254544.542323998,2663235.6501525156,7.7933335,,,,1.131408,0.835,0.415,0.444292,0.0007147934424080398,0.0001730450945644464,0.00032370168373641343,0.00031461780904045003,0.0,
