,symbol,shortName,country,averageVolume,currentPrice,currency,sector,industry,profitMargins,operatingMargins,operatingCashflow,returnOnAssets,returnOnEquity,trailingEps,totalRevenue,revenuePerShare,revenueGrowth,grossProfits,netIncomeToCommon,totalCash,totalCashPerShare,totalDebt,bookValue,marketCap,enterpriseValue,trailingPE,earningsQuarterlyGrowth,forwardPE,pegRatio,priceToSalesTrailing12Months,priceToBook,enterpriseToRevenue,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendYield,fiveYearAvgDividendYield
10,2890.TW,SINOPAC FINANCIAL HLDGS CO LTD,Taiwan,27265314.0,13.95,TWD,Financial Services,Banks—Regional,0.36878,0.41648999999999997,-6802526896.127999,0.0071200000000000005,0.09781000000000001,0.048456,1482016702.464,0.131472,0.15,1315421856.0,546542419.9679999,10239441371.136,0.90846,8940507955.199999,14.562000000000001,5660346286.08,4361390456.832,10.364041,0.268,14.8404255,,3.8193538,0.95797276,2.943,0.350829,0.5219999999999999,0.378,0.5013,0.48275244,0.049645387,
11,2887E.TW,TAISHIN FINANCIAL HLDGS CO LTD,Taiwan,123469.0,51.9,TWD,Financial Services,Banks—Regional,0.36701,0.41356000000000004,-4696196087.808,0.007559999999999999,0.088920005,0.049932,1609560096.768,0.152352,0.261,1522228536.0,527454498.816,3329246527.488,0.305064,11943138557.952,16.63,5448722153.471999,29097475964.928,37.418890000000005,0.748,,,3.3852242999999995,3.120866,18.078,0.45844300000000004,1.9584,1.836,1.86969996,1.900372068,0.010732176999999999,
12,2834.TW,TAIWAN BUSINESS BANK,Taiwan,31686275.0,9.55,TWD,Financial Services,Banks—Regional,0.25689,0.29138002,-4592434544.639999,0.00263,0.046350002,0.022608,635266547.7119999,0.08481599999999999,-0.037000000000000005,641387376.0,163190956.03199998,1755731902.4639995,0.234468,5279518162.943999,13.175,2574573797.376,6084882137.087999,15.207006,-0.133,,,4.052746,0.7248576999999999,9.578,0.49674399999999996,0.35860734,0.31682782800000003,0.336884652,0.3368106,0.019690722,
13,2812.TW,TAICHUNG COMMERCIAL BANK,Taiwan,6712450.0,11.5,TWD,Financial Services,Banks—Regional,0.3717,0.4317,-1532996517.8879998,0.00596,0.07712000000000001,0.03852,414150819.84,0.10422000000000001,0.147,400489560.0,153939133.44,2063315533.824,0.49698000000000003,1384234057.728,14.149000000000001,1718799630.336,1047192920.064,10.7476635,0.285,,,4.1501779999999995,0.8127783000000001,2.529,0.318961,0.4266,0.36065743200000006,0.4141159919999999,0.402560064,0.020869564,3.88
14,2809.TW,KING'S TOWN BANK,Taiwan,1778493.0,42.3,TWD,Financial Services,Banks—Regional,0.6978,0.79422,-811399421.9519999,0.02298,0.16636999,0.225972,362230124.544,0.323856,1.31,293841216.0,252762992.64,1624232558.5919998,1.4486039999999998,1604872175.6160002,42.893,1707408949.248,1635581067.264,6.738888,1.713,10.192771,,4.713603,0.9861747999999999,4.515,0.671971,1.6056,1.2996,1.5261499799999998,1.4687748,0.041860465,3.98
15,2838.TW,UNION BANK OF TAIWAN,Taiwan,1651420.0,11.85,TWD,Financial Services,Banks—Regional,0.27091998,0.3042,-2843601076.2240005,0.0053600003,0.07038,0.041292,535521705.984,0.17308800000000002,0.255,502501896.0,127801764.864,5754000900.096,1.86012,3603776864.256,19.021,1319631667.1999998,-786375032.8319999,10.3313,1.5959999999999999,,,2.4641984,0.6229956999999999,-1.4680000000000002,0.27121,0.4284,0.33118235999999995,0.412700292,0.395257176,0.007881355999999999,
16,2845.TW,FAR EASTERN INTERNATIONAL BANK,Taiwan,4245578.0,10.5,TWD,Financial Services,Banks—Regional,0.28298,0.32816999999999996,-1031475363.84,0.00433,0.060650002,0.030599999999999995,373809917.952,0.108396,0.305,351099612.0,105780639.744,2157498630.144,0.6257159999999999,1937009442.816,14.34,1303381868.544,1101513867.264,12.352941,1.1059999999999999,,,3.4867504,0.73221755,2.947,0.364651,0.395643204,0.355019112,0.38313270000000005,0.3789251639999999,0.030258028,4.09
17,2849.TW,EN TIE COMMERCIAL BANK,Taiwan,291480.0,16.25,TWD,Financial Services,Banks—Regional,0.39126,0.45509997,-317924352.0,0.00644,0.058539999999999995,0.037332,186829516.8,0.09543599999999998,-0.122,193632588.0,73098252.28799999,848070180.864,0.43315200000000004,435453456.384,17.848,1145377382.4,679897128.9599999,15.670203,-0.2,,,6.130602,0.9104662,3.639,0.362068,0.6174,0.4895999999999999,0.5720999760000001,0.554626584,0.04492308,4.96
18,2838A.TW,UNION BANK OF TAIWAN,Taiwan,128959.0,51.6,TWD,Financial Services,Banks—Regional,0.27091998,0.3042,-2843601076.2240005,0.0053600003,0.07038,0.041292,535521705.984,0.17308800000000002,0.255,502501896.0,127801764.864,5754000900.096,1.86012,3603776864.256,19.021,1070122475.52,3835118223.36,44.986923,1.5959999999999999,,,1.9982803,2.712791,7.1610000000000005,0.27121,1.926,1.836,1.862300016,1.898559432,0.0018023257,
19,2897.TW,O-BANK CO LTD,Taiwan,4163439.0,7.8,TWD,Financial Services,Banks—Regional,0.18306999,0.45843999999999996,659826081.7919999,0.0049299999999999995,0.052629999999999996,0.017279999999999997,292171714.56,0.114552,0.402,268646688.0,49044529.152,6334016716.799999,2.322468,8282060881.919998,12.133,765817380.864,3434347266.048,16.25,2.931,,,2.621121,0.6428748000000001,11.755,0.323133,0.31248000000000004,0.2286,0.265510008,0.25743776399999996,0.048139255,
20,2897A.TW,O-BANK CO LTD,Taiwan,147656.0,9.94,TWD,Financial Services,Banks—Regional,0.18306999,0.45843999999999996,659826081.7919999,0.0049299999999999995,0.052629999999999996,0.017279999999999997,292171714.56,0.114552,0.402,268646688.0,49044529.152,6334016716.799999,2.322468,8282060881.919998,12.133,692438261.76,3731837976.576,20.708332000000002,2.931,,,2.3699703,0.8192531999999999,12.773,0.323133,0.3708,0.35604,0.358260012,0.363763656,0.040261045,
21,2836.TW,BANK OF KAOHSIUNG LTD,Taiwan,685908.0,11.05,TWD,Financial Services,Banks—Regional,0.23014,0.26374000000000003,-264895303.68,0.0028900001000000002,0.047930002,0.024480000000000002,121422062.59200001,0.10749600000000001,-0.001,120080484.0,27944460.288000003,453313953.792,0.401328,824492040.1919999,14.875,449339019.264,845081911.2959999,16.25,0.06,,,3.7006373,0.74285716,6.96,0.26348299999999997,0.431559972,0.32392692,0.397671624,0.38298463200000005,0.026905831,
22,5863.TWO,BOFT,Taiwan,69381.0,10.3,TWD,Financial Services,Banks—Regional,0.18229,0.21405001,-59109156.86399999,0.00234,0.038110002999999996,0.024732,41957277.696,0.13374,0.013000000000000001,40783212.0,7648559.999999999,302083964.928,0.954684,474521739.264,17.827,116403019.77600001,291476477.952,14.992722500000001,-0.04,,,2.7743225,0.5777753000000001,6.947,0.131449,0.3834,0.34956,0.366450012,0.365246424,0.04660194,3.38
23,2836A.TW,BANK OF KAOHSIUNG LTD,Taiwan,13577.0,23.3,TWD,Financial Services,Banks—Regional,0.23014,0.26374000000000003,-264895303.68,0.0028900001000000002,0.047930002,0.024480000000000002,121422062.59200001,0.10749600000000001,-0.001,120080484.0,27944460.288000003,453313953.792,0.401328,824492040.1919999,14.875,,1320851275.7759998,34.264706,0.06,,,,1.5663865,10.878,0.26348299999999997,0.8855999999999999,0.7919999999999999,0.8319499920000001,0.8286293879999999,0.012875537,
24,601398.SS,INDUSTRIAL & COMMERCIAL BK OF C,China,197376759.0,4.7,CNY,Financial Services,Banks—Diversified,0.52322,0.65774,-243682745903.04974,0.0095999995,0.11047,0.13322287096943872,93897182015.33006,0.2625729840618589,0.031,93190327705.01288,47759315435.45105,676300009080.5197,1.8974964494240176,205239908650.51175,8.355,247302757324.88345,-218389711256.178,5.465116,0.015,5.2808985999999996,,2.6337612,0.56253743,-2.326,0.564534,0.8736941770553889,0.6986455210141496,0.7202469279364577,0.7855469546578296,0.05683761,4.59
25,600036.SS,CHINA MERCHANTS BANK CO LTD,China,63375165.0,51.25,CNY,Financial Services,Banks—Regional,0.43460998,0.54613996,70082978084.5868,0.01245,0.14501001,0.6134448477197412,36200060919.2741,1.4361735311135655,0.145,34949471095.681435,15477244499.946344,164841148081.8305,6.5361309242017755,171437379161.92514,28.59,200797873399.61072,193296045560.2167,12.941919,0.152,14.002732,,5.546893,1.7925848000000002,5.34,0.838139,9.127315764557359,5.545789279890588,7.83454612014097,8.10114863131871,0.024714003999999998,2.87
26,601939.SS,CHINA CONSTRUCTION BANK,China,95604340.0,6.07,CNY,Financial Services,Banks—Diversified,0.48104998,0.59087,114570274216.2832,0.00976,0.11474000000000001,0.1660638577665562,88011980735.36372,0.3522660564936089,0.042,86586036242.17557,41467323019.102615,780617381191.9751,3.1223723107674504,343060218757.4604,9.539,181261787259.6707,-192486326200.4692,5.6623135,0.027999999999999997,5.3716817,,2.0595126,0.6363350999999999,-2.187,0.662177,1.1819657040660672,0.8736941770553889,0.9204685101783178,1.0282145209089473,0.053884298,4.43
27,601288.SS,AGRICULTURAL BANK OF CHINA,China,182504657.0,2.98,CNY,Financial Services,Banks—Diversified,0.43796999999999997,0.53086,-207471383044.44373,0.00797,0.10142000000000001,0.09155199621271894,76964866759.96843,0.2184235442638472,0.015,76623753879.33301,32232034536.906002,652102559508.8317,1.8632612697911732,390189178869.2272,6.2410000000000005,157871001234.80508,-88630391992.91357,5.042301,0.026000000000000002,4.65625,,2.0512087,0.47748756,-1.1520000000000001,0.642536,0.5344405870285623,0.44923991373415373,0.4584054613644732,0.4892457814423228,0.062289562,5.03
28,601988.SS,BANK OF CHINA LTD,China,118094970.0,3.07,CNY,Financial Services,Banks—Diversified,0.42208999999999997,0.54619,-136201947520.90895,0.00827,0.09709,0.09604439535006047,71301034253.5332,0.2441386565672505,0.08199999999999999,69827373625.79558,28231939885.17805,440535656186.11536,1.4687046972805216,785389566065.2211,6.867000000000001,130662235841.12775,505784673245.7966,4.951613,0.027000000000000003,4.796875,,1.8325433999999998,0.44706565,7.093999999999999,0.602693,0.52979327757614,0.4585345326389984,0.470238874441113,0.4905998834885066,0.06459016,5.02
29,601658.SS,POSTAL SAVINGS BANK OF CHINA CO,China,149952005.0,5.15,CNY,Financial Services,Banks—Regional,0.27168000000000003,0.63238996,-134522417915.35425,0.005759999599999999,0.09349,0.11153542685813476,37236567790.5886,0.4272426489926884,0.07,36580366892.8515,9716284604.037659,371362934721.7337,4.019767766030194,34093745414.692543,7.597,71453093941.21718,-260678933739.8685,7.152777700000001,0.055,,,1.9188957999999998,0.6778991999999999,-7.001,0.564227,1.0007206354215978,0.6924491084109199,0.8001548424596285,0.8254986812108778,0.039770555,
